1732546644555,Bid{auction=1002, bidder=2001, price=1393677, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='wrfmui_HQ^RXa]VZNLVHLM`]fqdcyzMXYXWNdoekbyjzksbdjfxgrgQIRS^[\OXMLTbdhbwvmx'}
1732546644555,Bid{auction=1000, bidder=2001, price=1197, channel='channel-1634', url='https://www.nexmark.com/gtl/pvfx/qb_k/item.htm?query=1&channel_id=1180696576', dateTime=2024-11-25T14:57:24.555Z, extra='nspclILKROZROQJWYPQOa\IPVMHM]efjiwvjizyjtSaHJXJwdliflzoloblQ[S_RYw'}
1732546644555,Bid{auction=1004, bidder=2010, price=739, channel='channel-553', url='https://www.nexmark.com/siz/fhz_/ekdx/item.htm?query=1&channel_id=1807745024', dateTime=2024-11-25T14:57:24.555Z, extra='yeuqxKRZZQNYHSRa]JMLXZJrlmugm^[\TaWhhzmptrfiydfzpvupyT`S_ZTaamvgqearakzehf'}
1732546644555,Bid{auction=1001, bidder=2005, price=276, channel='channel-2475', url='https://www.nexmark.com/vik/jvdk/rtd/item.htm?query=1&channel_id=711983104', dateTime=2024-11-25T14:57:24.555Z, extra='fxsjqsPNSWPL[MMIZWPP]HMalbtkxlRaQJPOU^S\]\L\J^JR`SSUMPrmxvdv'}
1732546644555,Bid{auction=1000, bidder=2001, price=431, channel='channel-266', url='https://www.nexmark.com/gyka/amws/povs/item.htm?query=1&channel_id=1350565888', dateTime=2024-11-25T14:57:24.555Z, extra='POTTWMIORHaeiajxabeyrzxyzqhqH[V_MTedeiobkamlqnvvapvd_QM'}
1732546644555,Bid{auction=1000, bidder=2001, price=611, channel='channel-6566', url='https://www.nexmark.com/pg_h/nmus/_ole/item.htm?query=1&channel_id=1704460288', dateTime=2024-11-25T14:57:24.555Z, extra='T^I]byupiwzrjyzsYTT[_KxpmlhitzpgipYUYXKQHO\LK]kpphmjpelgbegzrwmmPHYU\Yydei'}
1732546644555,Bid{auction=1000, bidder=2001, price=10647932, channel='channel-23', url='https://www.nexmark.com/ggbd/bmy/xdd/item.htm?query=1&channel_id=402653184', dateTime=2024-11-25T14:57:24.555Z, extra=']WXhzlhsaaPHQa^xnahvmvmdxublzusaqmsfdzdU\PJOH^QLTJ\UKWLaMoizrncpzmyxvyy'}
1732546644555,Bid{auction=1008, bidder=2001, price=85802771, channel='channel-832', url='https://www.nexmark.com/ljks/_zb/q__z/item.htm?query=1&channel_id=46137344', dateTime=2024-11-25T14:57:24.555Z, extra='W\YQ[zxdyceJVaJJ_polgsbZKRV_XcoyjpvTW\Y\^vbifhi]MKV`Mhr'}
1732546644555,Bid{auction=1007, bidder=2001, price=886408, channel='channel-4218', url='https://www.nexmark.com/cua/dl_/_ux_/item.htm?query=1&channel_id=1577582592', dateTime=2024-11-25T14:57:24.555Z, extra='xwywty`\KVUQfscgid[aQKOWyeydiyflvxhavuvmdapqhbezqkjlokikohgwTK`WOYhviauz[L'}
1732546644555,Bid{auction=1008, bidder=2001, price=37760683, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='KI[X`\mvztcyzlgqobHNXT`ZovubadPYU`WHXZI^X`]^HLUXTR^]ZPaftyb'}
1732546644555,Bid{auction=1011, bidder=2002, price=3935, channel='channel-9867', url='https://www.nexmark.com/gvu/srj/ic__/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='aL`qjhlvgccohhgtpicdp]NTOQaRR[T`^N_\_W\OSMRXMUYIOW`]]LRLJsozfzyroxbsj'}
1732546644555,Bid{auction=1002, bidder=2001, price=26501, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='jsimxvqgiSUK`^QcimzggbfdtemjzzrhjtdlqitY^`[O\HN^VQSlfg'}
1732546644555,Bid{auction=1009, bidder=2001, price=139, channel='channel-6782', url='https://www.nexmark.com/kvz/oems/lrgc/item.htm?query=1&channel_id=2119696384', dateTime=2024-11-25T14:57:24.555Z, extra='biacuyYSPLINZX\OTXxrhhba_QK\I_OOHSa[ufzgfjddrnwfqhdjmopf'}
1732546644555,Bid{auction=1000, bidder=2001, price=543852, channel='channel-2690', url='https://www.nexmark.com/f_o/kaao/wzku/item.htm?query=1&channel_id=1095761920', dateTime=2024-11-25T14:57:24.555Z, extra='jnzlqzepcaV`YYa`MLPUY\PO`NWldrdpraWZ]UKkatjadV\V\P[wrfxtpexzrbuloes'}
1732546644555,Bid{auction=1003, bidder=2001, price=2955108, channel='channel-6332', url='https://www.nexmark.com/pkhz/aky/aci/item.htm?query=1&channel_id=1024983040', dateTime=2024-11-25T14:57:24.555Z, extra='xogmgjkhejRZHXJXSa^]YXWRa_\]QJISROQL_[NXcfxmqubwpdaqpebfefhqydtaHVZZH^lkqa'}
1732546644555,Bid{auction=1000, bidder=2008, price=4278307, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='rnxvlfcbvdcV\P[\UhhenwbfeynlgZY`aTQS^U_P_ytyrhsmwfuabatjxgqZ_HPNU]WaJLMptlmtr[STP'}
1732546644555,Bid{auction=1000, bidder=2003, price=439155, channel='channel-9544', url='https://www.nexmark.com/n_e/vluu/slal/item.htm?query=1&channel_id=312737792', dateTime=2024-11-25T14:57:24.555Z, extra='bnuYKVRQRT_WMOH]]JIH\aRK^IZVPP\HPswrhgzHTUIKYbvofpg]LPNRVdotmrqV[TOMHix'}
1732546644555,Bid{auction=1003, bidder=2001, price=224, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='nrkJJZUMMjxdzsrhzzkxrKIL[TPylkrciecatcq]RK_^Za`ZNU`kntuoqopugpqRaLLVV^'}
1732546644555,Bid{auction=1011, bidder=2001, price=16780, channel='channel-8059', url='https://www.nexmark.com/gbbv/rxp/ukz/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='Udaqrav`HT_ILIMS_PMobbzsweiuezlfpwyefhsdcqk__]SW\P]WVL^aqmtiuhzo'}
1732546644555,Bid{auction=1004, bidder=2001, price=389, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='xvauptgzun\TQ\[IJPMQW[JKH^PVqkhqljnacjudddqquiSH]_OIqwvlsglanpb'}
1732546644555,Bid{auction=1000, bidder=2001, price=1834, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='etsLXIUaOrntsjxvpowzlZKN^I_aLTM\SLOXOSSQUZ\IHginucdZJUI[LwhbaxdnjiekhJ'}
1732546644555,Bid{auction=1000, bidder=2001, price=500727, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='`]K`Widxvbo^YRVQMyssqhvdnqeamX[NSSYnibmcwT[TVIXdjmzvxsrhlwv'}
1732546644555,Bid{auction=1000, bidder=2001, price=28795, channel='channel-2859', url='https://www.nexmark.com/x_le/wrp/hthd/item.htm?query=1&channel_id=724566016', dateTime=2024-11-25T14:57:24.555Z, extra='nbfkgstwkztmY_Q^IJQLaUSTgedzysdfxyitqccxznysrsovnzpnbwjsxeziLMY_HXN\IVIPO_]'}
1732546644555,Bid{auction=1009, bidder=2001, price=50953054, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='spizshvwmwlrkwyuzlyonebwwMQZWLHfybsrnjrvhorIJN[UUJIPTP'}
1732546644555,Bid{auction=1000, bidder=2001, price=261415, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='\`Z_^]]nydilmPMMHWSIVJKPXQYHLLRLK]NL^`YaPT]znaozpczkmbgN'}
1732546644555,Bid{auction=1006, bidder=2007, price=1881, channel='channel-3695', url='https://www.nexmark.com/xhyy/tjjr/uthr/item.htm?query=1&channel_id=160432128', dateTime=2024-11-25T14:57:24.555Z, extra='R]XLHQPRHKWVUPL_\WVWS^XNwypsrnoamlpbYI[JS]gqcrwjbfclmtKYaT`Lvbuyhv_VL^]PokwvssJ'}
1732546644555,Bid{auction=1012, bidder=2001, price=108661, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='_NMINL]S^wjmpnzaU`a]Umahejk[LZLXPMa]aTITJ^R\QmlqkmrQ^_ZRaosigvd]KU]J^VRL'}
1732546644555,Bid{auction=1004, bidder=2001, price=10703, channel='channel-7205', url='https://www.nexmark.com/ptxx/wcux/xttm/item.htm?query=1&channel_id=1539833856', dateTime=2024-11-25T14:57:24.555Z, extra='aysdNRKLHVX\H]R\LRUYW]dvwelfemswegfkjjwvznotmmhsgfwe\W_VZH[UXIZQpdnbloV'}
1732546644555,Bid{auction=1000, bidder=2001, price=103652, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='prvNQZLQT_ZK`SUVWL]NRwusvzpzjxbtwvizkgqOVSPRO_RXOSNUIZ\NL'}
1732546644555,Bid{auction=1005, bidder=2001, price=25909361, channel='channel-2347', url='https://www.nexmark.com/jkax/nnk_/vfk/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='KMWTIQNOIVILZQzkjcstmomimfM^VZZ[giqmpgnhzwwuTNVSMSrbyeykeulnxz`XLYX\JSV`'}
1732546644555,Bid{auction=1000, bidder=2001, price=136536, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='aVNqomatjINXJX^yupskllcwhzeeozdzaLP_TMTlvzyzywkteydretgniM[^RYQ'}
1732546644555,Bid{auction=1000, bidder=2007, price=9265, channel='channel-3327', url='https://www.nexmark.com/v_bl/mtbb/dmwo/item.htm?query=1&channel_id=13631488', dateTime=2024-11-25T14:57:24.555Z, extra='ZaKK`YQY^MPM]KfrwpczfdioeoM[TTZYiytgaxckczzvchkvjbuhntmyZNKaW\\WNNRPHKVU_P'}
1732546644555,Bid{auction=1000, bidder=2001, price=7684501, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='gjfujcvdehznJVSVPX\[IaULldvlor[MXMJVhqxwnogrpgyvMLaWQZsdfvaykldrjxR]HWLX'}
1732546644555,Bid{auction=1000, bidder=2001, price=106, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='xnxkihfddocckfywlacuddvqcptttxqwkfedknkmt`SU_U^oepxubqwrgpzI'}
1732546644555,Bid{auction=1010, bidder=2000, price=28964352, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='XSRLP_JNfocumkftguezdubczogqwsafJNMa`a]IKQ[_QN_OR]abnqbjrkgs'}
1732546644555,Bid{auction=1010, bidder=2001, price=140231, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='y[KOUZ\NHW_OTnejgycmdpqhkMJHW[Wbtacqwbnjaozdazeusjreipmtdmrcma[`]'}
1732546644555,Bid{auction=1015, bidder=2007, price=1148, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='qoeyumhezxputujlhvgcyIXaRLKUKU^V[vibsjkVaIXPaXSLN^XO][PJKtkeitptfeuq'}
1732546644555,Bid{auction=1000, bidder=2001, price=4103079, channel='channel-9126', url='https://www.nexmark.com/zlt/jnka/xzy/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='`ONNcbfxtuxzeatcZ[JY\ObzmuacIN`N]SUUN`R`ZH_\XJaLWaRMHMWXZOusiznyiuozjqmgkmarQ'}
1732546644555,Bid{auction=1000, bidder=2001, price=3008, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='QPQQZP^`WISX[TN[MOM[YI`WN\UVW\qsytgttnolxdT\YRPYJX]X`UIH]HJTUYaXZSYSHUYMSR'}
1732546644555,Bid{auction=1000, bidder=2001, price=55227, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='SXKVfvcaeyhoxxpiPYVKSN`N[\USwkthotXNO]UQooeznz_\J]K_uoayivqlu'}
1732546644555,Bid{auction=1000, bidder=2001, price=32139, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='npscxjvwawskqmxlhgmd^ORPMTbnlwimvztawytormvbLR[ZYZQ^L\JTJUOL]Rkigqucfb'}
1732546644555,Bid{auction=1000, bidder=2001, price=3991849, channel='channel-6248', url='https://www.nexmark.com/ezdh/c_q/obwj/item.htm?query=1&channel_id=370671616', dateTime=2024-11-25T14:57:24.555Z, extra='cmqjbpczxhqZKMIHKhbhmxnacykyaUIXNJKdpngricuqqjjMXMMNXqaslbvRMOUUKLMO[Y'}
1732546644555,Bid{auction=1000, bidder=2009, price=780894, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='qtdbi_VXITWXL\O[PaztyyhUJ^`[YJZH^ROsryitcJXLU[Ixywdsx`I]W_VUUHKR[U]H]'}
1732546644555,Bid{auction=1006, bidder=2001, price=963486, channel='channel-5542', url='https://www.nexmark.com/wl_/trwi/mvpu/item.htm?query=1&channel_id=1705508864', dateTime=2024-11-25T14:57:24.555Z, extra='kdTaSYIMW]\Y[WwzkvbwNHSSJZI`PW`ZJHUOOKouuuvdyjwlktWMKZSKvuvqjpvyudpycawi'}
1732546644555,Bid{auction=1000, bidder=2001, price=8427482, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='xcnkcdqwTPX_XNTM]]KXgjaqvmilkkwvlpylzgZLHK`Myczbajlvkscrdiukoiweivgwcqdno'}
1732546644555,Bid{auction=1000, bidder=2001, price=2415701, channel='channel-6876', url='https://www.nexmark.com/_ffg/sbeh/c_xx/item.htm?query=1&channel_id=995622912', dateTime=2024-11-25T14:57:24.555Z, extra='RHQZ_TVfkmxrwrgjahfTMWXK^aqhibiYKUKOK\\IQOWdylyauelyqoujyjzxzWMJJ`'}
1732546644555,Bid{auction=1015, bidder=2001, price=714, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='OMsbhlshQVQZ`YiwjjgcnfwbigZ[`TU[XNLS``aVKaLKWH`V`ZOa_`_SXN\LTU\MILK'}
1732546644555,Bid{auction=1007, bidder=2001, price=2595, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='SZIOSY`SHOYIUaTZUmvsvvvJaR`aMdhjtjrYJ`[WIdlztyvK^_TMUkfwibcpmakji'}
1732546644555,Bid{auction=1003, bidder=2001, price=1629, channel='channel-65', url='https://www.nexmark.com/gus/klji/vfag/item.htm?query=1&channel_id=2113929216', dateTime=2024-11-25T14:57:24.555Z, extra='`]\`U]UH[^T[M\`[K\aKOSWgnsfeoV]R]U[hlwlriW_\RWWPNU\[Scnygomlcjdpkuhqohvqyl'}
1732546644555,Bid{auction=1000, bidder=2001, price=10451, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='_\_a_JW[VHKVTTZZ\brpxysymecusqqwrmfJK`I]KaJWTJ\PPQJZ]X^W'}
1732546644555,Bid{auction=1000, bidder=2001, price=34100474, channel='channel-6931', url='https://www.nexmark.com/s_uh/j_q/yrvb/item.htm?query=1&channel_id=925368320', dateTime=2024-11-25T14:57:24.555Z, extra='Z`rcjwajtrzqtrmupblpqzlupfevvjvx[HLR\^ioylsestjzecvhun'}
1732546644555,Bid{auction=1000, bidder=2001, price=2389784, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='jpgbxpmaozPQ_YOLptcrdc]\LZS\aiikznurdaasH_H^W\Y^IQWNoxlsxeO]TaQ[`N^]MJX'}
1732546644555,Bid{auction=1000, bidder=2001, price=1030, channel='channel-1716', url='https://www.nexmark.com/orh/jtmt/fsb/item.htm?query=1&channel_id=761266176', dateTime=2024-11-25T14:57:24.555Z, extra='afa_QZZ]jkthhqckwdnoxqzrwvpmcsxkvftlctIJHVLZkmdevpZH\ZNOMO\JaJ\^aTa[PLX'}
1732546644555,Bid{auction=1000, bidder=2001, price=4869, channel='channel-2462', url='https://www.nexmark.com/bgyb/skmw/mdau/item.htm?query=1&channel_id=2039480320', dateTime=2024-11-25T14:57:24.555Z, extra='aXZJQ^vypuvcZaJI\XTW]W^MgykrqiQaSNZJOZZQZYofdqqlgbkywvUMOM'}
1732546644555,Bid{auction=1000, bidder=2001, price=3343, channel='channel-1147', url='https://www.nexmark.com/vsyf/epg/pb_/item.htm?query=1&channel_id=568328192', dateTime=2024-11-25T14:57:24.555Z, extra='eWXUVLL^a`HMMbxhamzW_HNTXkdjnrlIaXRUKbvuqcaxjzhcrjipazcecws'}
1732546644555,Bid{auction=1015, bidder=2001, price=17034760, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='MP]\WRV[IMwmoiyaLUSWRL^ZOKTMRWONWQgmqanxelxcumdwlnvlnyvcxaMYLML\xftmfeSWa'}
1732546644555,Bid{auction=1015, bidder=2001, price=848836, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='JM[L[QaOabxdygnsrwolrturlonrbudu\^TNJWHMIHO`_TZT_PRK\RHQinfkregykcmfmq'}
1732546644555,Bid{auction=1015, bidder=2010, price=2084611, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='wddioaoywokmshamrflyswYIRT]Jsggyxaanwgxp_MLY\_[UL[LUW]N^NKioswycU\ONIKpqop'}
1732546644555,Bid{auction=1000, bidder=2001, price=93174, channel='channel-609', url='https://www.nexmark.com/qzvt/wlq/hklx/item.htm?query=1&channel_id=2042626048', dateTime=2024-11-25T14:57:24.555Z, extra='_`Z[_ZZJWKXQP_TQ_PY``LTRyinycdTO^^TPORIO]Ia^J`QPLKJS^KaNORHPohc'}
1732546644555,Bid{auction=1013, bidder=2003, price=178, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='xbzgxQJUYYZvuvbxmywfiexKaLV^VVH[WS`ocoqekrrdwveNSSHONefgltlazcq'}
1732546644555,Bid{auction=1000, bidder=2001, price=2509882, channel='channel-4300', url='https://www.nexmark.com/kh_a/_evo/xed/item.htm?query=1&channel_id=856162304', dateTime=2024-11-25T14:57:24.555Z, extra='WWKS`[TNHZMcpeitkH^I[WVWV^R^LT]WZYTZ`XPNMisikfyKQ[[XHu'}
1732546644555,Bid{auction=1009, bidder=2001, price=81195303, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='aqogvzigmrxrdwzhzsqtxtojlqywaiilfkvrltdnwalkxchppjbVTVHZSopeybnr'}
1732546644555,Bid{auction=1000, bidder=2001, price=2995579, channel='channel-6629', url='https://www.nexmark.com/yq_/ayl/_az/item.htm?query=1&channel_id=1483210752', dateTime=2024-11-25T14:57:24.555Z, extra='JY^\OT`a[NZN[LIW_HttdwpjdgcnfobrnhtobvnznkHPP]aLVJ_UYZW\TPIT]O\TTZL`NNVHVX'}
1732546644555,Bid{auction=1014, bidder=2003, price=334683, channel='channel-704', url='https://www.nexmark.com/bxc/cdua/g_y/item.htm?query=1&channel_id=54525952', dateTime=2024-11-25T14:57:24.555Z, extra='ehpedfpQSZZPKqrdnshQZ^HLXxjjstmQ[M^aJ_M_\ISpmrewdcyzbdpvsnbedQ]IMaSevfrtokgudeeQ'}
1732546644555,Bid{auction=1004, bidder=2001, price=2992, channel='channel-1075', url='https://www.nexmark.com/aet/ycg/sigp/item.htm?query=1&channel_id=870318080', dateTime=2024-11-25T14:57:24.555Z, extra='ebrlKXVXPRaWJIIUWK[PQSZNPUOM]Z\Q\VznmhizVU_KTRqyfberquvdq'}
1732546644555,Bid{auction=1003, bidder=2010, price=2229, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='_WMT^IUN`R\aewzxoL^_SK`V^X^Y_QQWN[[kqgshbinotrrfyoybtk'}
1732546644555,Bid{auction=1000, bidder=2001, price=64088, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='cgxaOZKV`\YQQKVQXWOMQztgeuqdjiawcxzfcgoozpwpz]NH[XYVYR\XaTOVLOSgbaxam\UVPMVU'}
1732546644555,Bid{auction=1000, bidder=2001, price=63697, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='H]IPRR^PZIXXOaT_]PMRKZOOIH^KdfvuzyWH`]YWL_L\WMZIYa_SWUQNRS[K'}
1732546644555,Bid{auction=1015, bidder=2001, price=483035, channel='channel-6478', url='https://www.nexmark.com/hrp/ufi/nyno/item.htm?query=1&channel_id=1922564096', dateTime=2024-11-25T14:57:24.555Z, extra='urgmuoT]`J`IWZXS`LVNa]PShlpqswlozniaWJN\WSuzcbtpulwcfj^Y^L'}
1732546644555,Bid{auction=1004, bidder=2001, price=1866, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='aNSRLWa\pfmgjoSP\NPUqorgqviajmqwXWIVSTO]RJa[SXWRTIsirvjb`X'}
1732546644555,Bid{auction=1000, bidder=2001, price=1905612, channel='channel-6918', url='https://www.nexmark.com/_il/oqx/ryke/item.htm?query=1&channel_id=1624768512', dateTime=2024-11-25T14:57:24.555Z, extra='`V_RY\I]LmaneyiZQZ[`\bnsdeupryuwllztyvktdvmnjcztbparypyjsqflpmcU'}
1732546644555,Bid{auction=1011, bidder=2001, price=117, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='gfceccVKQZTUNTNJI[wrkegoW\KWS_V]VJPLnygsglMLU[KLssrqnpPYVRIPN_SKWZMR'}
1732546644555,Bid{auction=1000, bidder=2001, price=16588535, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='xpoaofflzwnhsbotrztnaxaeqms\ZJYQa^VNJaafzguieIRQaVaLHKYa'}
1732546644555,Bid{auction=1000, bidder=2001, price=13162, channel='channel-5304', url='https://www.nexmark.com/uvr/wgiu/jlfa/item.htm?query=1&channel_id=489160704', dateTime=2024-11-25T14:57:24.555Z, extra='znmaRMMTITUL_VVI_KYQ`^X]OWZYNULUZHITOZPToccwbwghzkgwTWR^'}
